Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1997-01-01 00:00, -3.163000 , 265.275819 , 14.350000 , 81.397781 , 1.452622 , 0.000000 , 0.000000
1997-01-01 01:00, -2.724000 , 266.519769 , 14.527000 , 77.697012 , 2.123961 , 0.000000 , 0.000000
1997-01-01 02:00, -3.166000 , 263.252036 , 14.060000 , 81.832935 , 1.027210 , 0.000000 , 0.000000
1997-01-01 03:00, -2.462000 , 261.473311 , 13.803000 , 80.771343 , 1.320110 , 0.000000 , 0.000000
1997-01-01 04:00, -3.007000 , 257.468843 , 13.217000 , 86.001202 , 1.628178 , 0.000000 , 0.000000
1997-01-01 05:00, -2.787000 , 256.860082 , 13.127000 , 85.296943 , 1.846821 , 0.000000 , 0.000000
1997-01-01 06:00, -2.268000 , 255.285033 , 12.893000 , 85.765727 , 1.953161 , 0.000000 , 0.000000
1997-01-01 07:00, 43.227000 , 255.983679 , 12.997000 , 86.766204 , 1.823351 , 0.000000 , 0.000000
1997-01-01 08:00, 192.300000 , 261.431949 , 13.797000 , 83.128525 , 0.717289 , 0.000000 , 0.000000
1997-01-01 09:00, 345.300000 , 265.696752 , 14.410000 , 73.731730 , 0.020184 , 0.000000 , 0.000000
1997-01-01 10:00, 473.833000 , 272.659420 , 15.387000 , 66.379219 , 0.094045 , 0.000000 , 0.000000
1997-01-01 11:00, 525.167000 , 276.596867 , 15.927000 , 64.890235 , 0.402699 , 0.000000 , 0.000000
1997-01-01 12:00, 520.500000 , 284.560688 , 16.993000 , 61.892756 , 0.716614 , 0.000000 , 0.000000
1997-01-01 13:00, 458.200000 , 289.776278 , 17.673000 , 65.078489 , 0.441260 , 0.000000 , 0.000000
1997-01-01 14:00, 335.367000 , 291.073611 , 17.840000 , 65.948302 , 0.270289 , 0.000000 , 0.000000
1997-01-01 15:00, 178.167000 , 292.737802 , 18.053000 , 65.794604 , 0.043000 , 0.000000 , 0.000000
1997-01-01 16:00, 42.637000 , 292.033319 , 17.963000 , 70.532608 , 0.916000 , 0.000000 , 0.000000
1997-01-01 17:00, -2.346000 , 289.753033 , 17.670000 , 77.365177 , 0.614974 , 0.000000 , 0.000000
1997-01-01 18:00, -3.238000 , 289.962320 , 17.697000 , 74.429417 , 0.328385 , 0.000000 , 0.000000
1997-01-01 19:00, -2.933000 , 284.363384 , 16.967000 , 74.196322 , 0.744640 , 0.000000 , 0.000000
1997-01-01 20:00, -2.643000 , 276.670390 , 15.937000 , 78.699592 , 0.821364 , 0.000000 , 0.000000
1997-01-01 21:00, -3.496000 , 278.093740 , 16.130000 , 76.666734 , 1.030183 , 0.000000 , 0.000000
1997-01-01 22:00, -2.972000 , 272.970609 , 15.430000 , 80.236183 , 0.819828 , 0.000000 , 0.000000
1997-01-01 23:00, -2.806000 , 269.091830 , 14.890000 , 81.365155 , 1.651269 , 0.000000 , 0.000000
1997-01-02 00:00, -2.914000 , 268.572315 , 14.817000 , 81.298124 , 1.790906 , 0.000000 , 0.000000
1997-01-02 01:00, -2.547000 , 263.599700 , 14.110000 , 82.101999 , 1.800714 , 0.000000 , 0.000000
1997-01-02 02:00, -2.913000 , 261.797572 , 13.850000 , 85.135077 , 0.864245 , 0.000000 , 0.000000
1997-01-02 03:00, -3.347000 , 262.143036 , 13.900000 , 89.435226 , 0.889895 , 0.000000 , 0.000000
1997-01-02 04:00, -2.750000 , 258.079262 , 13.307000 , 87.564789 , 1.852498 , 0.000000 , 0.000000
1997-01-02 05:00, -2.864000 , 257.916321 , 13.283000 , 88.200073 , 1.590861 , 0.000000 , 0.000000
1997-01-02 06:00, -2.021000 , 253.880983 , 12.683000 , 91.533973 , 2.009562 , 0.000000 , 0.000000
1997-01-02 07:00, 47.117000 , 256.677776 , 13.100000 , 89.665280 , 1.537842 , 0.000000 , 0.000000
1997-01-02 08:00, 205.700000 , 262.953465 , 14.017000 , 89.033302 , 0.273958 , 0.000000 , 0.000000
1997-01-02 09:00, 365.767000 , 268.117792 , 14.753000 , 84.433991 , 0.819375 , 0.000000 , 0.000000
1997-01-02 10:00, 487.700000 , 275.079918 , 15.720000 , 74.800989 , 1.199006 , 0.000000 , 0.000000
1997-01-02 11:00, 549.700000 , 283.500109 , 16.853000 , 67.355531 , 0.269191 , 0.000000 , 0.000000
1997-01-02 12:00, 553.233000 , 287.078423 , 17.323000 , 64.975612 , 1.450257 , 0.000000 , 0.000000
1997-01-02 13:00, 486.400000 , 288.030978 , 17.447000 , 70.772894 , 0.446607 , 0.000000 , 0.000000
1997-01-02 14:00, 371.200000 , 294.499504 , 18.277000 , 69.026285 , 0.010714 , 0.000000 , 0.000000
1997-01-02 15:00, 209.400000 , 294.815347 , 18.317000 , 70.111541 , 0.050357 , 0.000000 , 0.000000
1997-01-02 16:00, 61.543000 , 293.868959 , 18.197000 , 72.229863 , 0.090000 , 0.000000 , 0.000000
