time,flow,salt,temp,TRC_tr1,TRC_age,NCS_ss1,NCS_ss2,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_green,PHY_bga,PHY_crypt,PHY_diatom,PHY_dino,PHY_dino_IN
2005-01-01 00:00,0.623929,0.011848,24.223266,1,0,3.378096,0.375344,161.057298,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-02 00:00,0.623929,0.011845,23.668774,1,0,3.373231,0.374803,160.184671,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-03 00:00,0.623929,0.011842,23.114282,1,0,3.368367,0.374263,159.312045,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-04 00:00,0.623929,0.011839,22.55979,1,0,3.363502,0.373722,158.439418,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-05 00:00,0.623929,0.011839,22.457193,1,0,3.358637,0.373182,156.262525,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-06 00:00,0.623929,0.011842,22.60913,1,0,3.353772,0.372641,153.350986,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-07 00:00,0.623929,0.011845,22.761068,1,0,3.348907,0.372101,150.439447,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-08 00:00,0.623929,0.011848,22.913005,1,0,3.344042,0.37156,147.527908,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-09 00:00,0.623929,0.01185,23.064943,1,0,3.339177,0.37102,144.616369,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-10 00:00,0.623929,0.011853,23.21688,1,0,3.334312,0.370479,141.70483,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-11 00:00,0.623929,0.011856,23.368818,1,0,3.329447,0.369939,138.793291,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-12 00:00,0.623929,0.011858,23.477664,1,0,3.324583,0.369398,140.677978,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-13 00:00,0.623929,0.011859,23.564621,1,0,3.319718,0.368858,144.999076,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-14 00:00,0.623929,0.01186,23.651577,1,0,3.314853,0.368317,149.320173,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-15 00:00,0.623929,0.011862,23.738534,1,0,3.309988,0.367776,153.641271,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-16 00:00,0.623929,0.011863,23.82549,1,0,3.305123,0.367236,157.962368,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-17 00:00,0.623929,0.011864,23.912447,1,0,3.300258,0.366695,162.283466,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-18 00:00,0.623929,0.011866,23.999403,1,0,3.295393,0.366155,166.604564,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-19 00:00,0.623929,0.011872,24.170878,1,0,3.290528,0.365614,165.431404,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-20 00:00,0.623929,0.011882,24.388236,1,0,3.285663,0.365074,161.275495,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-21 00:00,0.623929,0.011892,24.605595,1,0,3.280798,0.364533,157.119586,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-22 00:00,0.623929,0.011902,24.822953,1,0,3.275934,0.363993,152.963678,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-23 00:00,0.623929,0.011912,25.040312,1,0,3.271069,0.363452,148.807769,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-24 00:00,0.623929,0.011922,25.25767,1,0,3.266204,0.362912,144.65186,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-25 00:00,0.623929,0.011932,25.475029,1,0,3.261339,0.362371,140.495952,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-26 00:00,0.623929,0.011941,25.342315,1,0,3.256474,0.36183,140.319602,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-27 00:00,0.623929,0.01195,25.025278,1,0,3.251609,0.36129,142.238604,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-28 00:00,0.623929,0.011959,24.708241,1,0,3.246744,0.360749,144.157606,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-29 00:00,0.623929,0.011968,24.391204,1,0,3.241879,0.360209,146.076607,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
