time,flow,salt,temp,TRC_tr1,TRC_age,NCS_ss1,NCS_ss2,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_green,PHY_bga,PHY_crypt,PHY_diatom,PHY_dino,PHY_dino_IN
2005-01-30 00:00,0.623929,0.011976,24.074167,1,0,3.237014,0.359668,147.995609,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-01-31 00:00,0.623929,0.011985,23.75713,1,0,3.23215,0.359128,149.914611,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-01 00:00,0.623929,0.011994,23.440093,1,0,3.227285,0.358587,151.833613,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-02 00:00,0.623929,0.011998,23.190126,1,0,3.22242,0.358047,153.315934,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-03 00:00,0.623929,0.011998,22.975838,1,0,3.217555,0.357506,154.565942,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-04 00:00,0.623929,0.011998,22.761551,1,0,3.21269,0.356966,155.815951,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-05 00:00,0.623929,0.011999,22.547264,1,0,3.207825,0.356425,157.065959,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-06 00:00,0.623929,0.011999,22.332977,1,0,3.20296,0.355884,158.315967,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-07 00:00,0.623929,0.011999,22.11869,1,0,3.198095,0.355344,159.565976,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-08 00:00,0.623929,0.011999,21.904403,1,0,3.19323,0.354803,160.815984,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-09 00:00,0.623929,0.011997,22.192764,1,0,3.188366,0.354263,161.598812,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-10 00:00,0.623929,0.011991,22.748478,1,0,3.183501,0.353722,162.133152,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-11 00:00,0.623929,0.011986,23.304192,1,0,3.178636,0.353182,162.667493,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-12 00:00,0.623929,0.011981,23.859906,1,0,3.173771,0.352641,163.201833,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-13 00:00,0.623929,0.011975,24.41562,1,0,3.168906,0.352101,163.736174,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-14 00:00,0.623929,0.01197,24.971335,1,0,3.164041,0.35156,164.270514,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-15 00:00,0.623929,0.011964,25.527049,1,0,3.159176,0.35102,164.804854,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-16 00:00,0.623929,0.011963,25.556176,1,0,3.154311,0.350479,164.236124,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-17 00:00,0.623929,0.011967,25.282347,1,0,3.149446,0.349938,163.032774,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-18 00:00,0.623929,0.01197,25.008518,1,0,3.144582,0.349398,161.829425,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-19 00:00,0.623929,0.011973,24.734689,1,0,3.139717,0.348857,160.626075,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-20 00:00,0.623929,0.011976,24.46086,1,0,3.134852,0.348317,159.422725,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-21 00:00,0.623929,0.011979,24.187031,1,0,3.129987,0.347776,158.219376,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-22 00:00,0.623929,0.011982,23.913202,1,0,3.125122,0.347236,157.016026,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-23 00:00,0.623929,0.011982,23.693762,1,0,3.120257,0.346695,157.372813,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-24 00:00,0.623929,0.011978,23.507218,1,0,3.115392,0.346155,158.67324,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-25 00:00,0.623929,0.011974,23.320674,1,0,3.110527,0.345614,159.973667,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-26 00:00,0.623929,0.01197,23.13413,1,0,3.105662,0.345074,161.274094,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-27 00:00,0.623929,0.011966,22.947586,1,0,3.100798,0.344533,162.574521,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-02-28 00:00,0.623929,0.011962,22.761042,1,0,3.095933,0.343993,163.874948,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-01 00:00,0.623929,0.011959,22.574498,1,0,3.091068,0.343452,165.175374,68.192202,3.710336,8.07876,0.655253,0.065525,56.69586,205.39172,8.224202,26.41414,0.44578,0.557225,510.262739,19.189805,0.111445,20.539172,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-02 00:00,0.623929,0.011955,22.688468,1,0,3.086203,0.342911,165.245404,68.192202,4.640638,0.649552,1.31351,0.131351,56.354224,204.708447,8.224202,30.034718,0.192218,0.240272,507.188013,19.189805,0.048054,20.470845,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-03 00:00,0.623929,0.011951,22.961252,1,0,3.081338,0.342371,164.665203,68.192202,4.528412,0.659755,1.299687,0.129969,55.878112,203.756223,8.224202,30.102734,0.192156,0.240195,502.903005,19.189805,0.048039,20.375622,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-04 00:00,0.623929,0.011948,23.234037,1,0,3.076473,0.34183,164.085001,68.192202,4.416186,0.669957,1.285865,0.128586,55.402,202.803999,8.224202,30.17075,0.192095,0.240119,498.617997,19.189805,0.048024,20.2804,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-05 00:00,0.623929,0.011944,23.506821,1,0,3.071608,0.34129,163.504799,68.192202,4.303959,0.68016,1.272042,0.127204,54.925888,201.851775,8.224202,30.238766,0.192033,0.240042,494.332989,19.189805,0.048008,20.185178,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-06 00:00,0.623929,0.011941,23.779605,1,0,3.066743,0.340749,162.924597,68.192202,4.191733,0.690362,1.258219,0.125822,54.449776,200.899551,8.224202,30.306782,0.191972,0.239965,490.04798,19.189805,0.047993,20.089955,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-07 00:00,0.623929,0.011937,24.052389,1,0,3.061878,0.340209,162.344396,68.192202,4.079506,0.700564,1.244397,0.12444,53.973664,199.947327,8.224202,30.374798,0.191911,0.239888,485.762972,19.189805,0.047978,19.994733,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-08 00:00,0.623929,0.011934,24.325173,1,0,3.887854,0.431984,161.764194,68.192202,3.96728,0.710767,1.230574,0.123057,53.497552,198.995103,8.224202,30.442814,0.191849,0.239811,481.477964,19.189805,0.047962,19.89951,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-09 00:00,0.623929,0.011929,24.507158,1,0,5.236394,0.581822,161.096414,68.192202,3.855054,0.720969,1.216751,0.121675,53.02144,198.042879,8.224202,30.51083,0.191788,0.239735,477.192956,19.189805,0.047947,19.804288,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-10 00:00,0.623929,0.011925,24.64076,1,0,6.584934,0.731659,160.381965,68.192202,3.742827,0.731172,1.202929,0.120293,52.545328,197.090655,8.224202,30.578846,0.191726,0.239658,472.907948,19.189805,0.047932,19.709066,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-11 00:00,0.623929,0.01192,24.774362,1,0,7.933474,0.881497,159.667517,68.192202,3.630601,0.741374,1.189106,0.118911,52.069216,196.138431,8.224202,30.646862,0.191665,0.239581,468.62294,19.189805,0.047916,19.613843,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-12 00:00,0.623929,0.011916,24.907964,1,0,9.282014,1.031335,158.953069,68.192202,3.518374,0.751576,1.175284,0.117528,51.593104,195.186207,8.224202,30.714878,0.191603,0.239504,464.337932,19.189805,0.047901,19.518621,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-13 00:00,0.623929,0.011911,25.041565,1,0,10.630554,1.181173,158.238621,68.192202,3.406148,0.761779,1.161461,0.116146,51.116991,194.233983,8.224202,30.782894,0.191542,0.239427,460.052923,19.189805,0.047885,19.423398,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-14 00:00,0.623929,0.011907,25.175167,1,0,11.979094,1.33101,157.524173,68.192202,3.293922,0.771981,1.147638,0.114764,50.640879,193.281759,8.224202,30.85091,0.191481,0.239351,455.767915,19.189805,0.04787,19.328176,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-15 00:00,0.623929,0.011902,25.308769,1,0,11.772527,1.308059,156.809725,68.192202,3.181695,0.782184,1.133816,0.113382,50.164767,192.329535,8.224202,30.918926,0.191419,0.239274,451.482907,19.189805,0.047855,19.232953,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-16 00:00,0.623929,0.011899,25.442371,1,0,10.238953,1.137661,156.095277,68.192202,3.069469,0.792386,1.119993,0.111999,49.688655,191.377311,8.224202,30.986942,0.191358,0.239197,447.197899,19.189805,0.047839,19.137731,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-17 00:00,0.623929,0.011897,25.575973,1,0,8.705379,0.967264,155.380828,68.192202,2.957242,0.802588,1.106171,0.110617,49.212543,190.425087,8.224202,31.054958,0.191296,0.23912,442.912891,19.189805,0.047824,19.042509,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-18 00:00,0.623929,0.011895,25.709574,1,0,7.171805,0.796867,154.66638,68.192202,2.845016,0.812791,1.092348,0.109235,48.736431,189.472863,8.224202,31.122974,0.191235,0.239044,438.627883,19.189805,0.047809,18.947286,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-19 00:00,0.623929,0.011893,25.843176,1,0,5.638231,0.62647,153.951932,68.192202,2.73279,0.822993,1.078525,0.107853,48.260319,188.520639,8.224202,31.19099,0.191173,0.238967,434.342874,19.189805,0.047793,18.852064,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-20 00:00,0.623929,0.011891,25.976778,1,0,4.104657,0.456073,153.237484,68.192202,2.620563,0.833196,1.064703,0.10647,47.784207,187.568415,8.224202,31.259006,0.191112,0.23889,430.057866,19.189805,0.047778,18.756841,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-21 00:00,0.623929,0.011889,26.11038,1,0,2.571083,0.285676,152.523036,68.192202,2.508337,0.843398,1.05088,0.105088,47.308095,186.616191,8.224202,31.327022,0.191051,0.238813,425.772858,19.189805,0.047763,18.661619,1.984673,1.323115,1.323115,1.984673,6.615577,0.998578
2005-03-22 00:00,0.623929,0.011887,26.243982,1,0,2.25402,0.250447,151.808588,68.192202,2.39611,0.8536,1.037058,0.103706,46.831983,185.663967,8.224202,31.395038,0.190989,0.238736,421.48785,19.189805,0.047747,18.566397,3.052992,2.035328,2.035328,3.052992,10.17664,1.536097
2005-03-23 00:00,0.623929,0.011886,26.001181,1,0,2.699892,0.299988,156.989561,68.192202,2.24413,0.863791,1.050271,0.105027,46.666667,185.333333,8.224202,30.993196,0.219069,0.273836,420,19.189805,0.054767,18.533333,3.45069,2.30046,2.30046,3.45069,11.502301,1.736196
2005-03-24 00:00,0.623929,0.011886,25.560609,1,0,3.145763,0.349529,165.268128,68.192202,2.071005,0.873975,1.077866,0.107787,46.666667,185.333333,8.224202,30.341429,0.262117,0.327646,420,19.189805,0.065529,18.533333,3.848389,2.565593,2.565593,3.848389,12.827963,1.936296
2005-03-25 00:00,0.623929,0.011885,25.120038,1,0,3.591635,0.399071,173.546695,68.192202,1.897879,0.884158,1.105461,0.110546,46.666667,185.333333,8.224202,29.689662,0.305165,0.381456,420,19.189805,0.076291,18.533333,4.044044,2.69603,2.69603,4.044044,13.480148,2.034739
2005-03-26 00:00,0.623929,0.011885,24.679466,1,0,4.037506,0.448612,181.825262,68.192202,1.724754,0.894342,1.133056,0.113306,46.666667,185.333333,8.224202,29.037895,0.348213,0.435266,420,19.189805,0.087053,18.533333,4.031965,2.687977,2.687977,4.031965,13.439884,2.028662
2005-03-27 00:00,0.623929,0.011884,24.238895,1,0,4.483378,0.498153,190.103829,68.192202,1.551628,0.904526,1.160651,0.116065,46.666667,185.333333,8.224202,28.386128,0.391261,0.489077,420,19.189805,0.097815,18.533333,4.019886,2.679924,2.679924,4.019886,13.39962,2.022584
2005-03-28 00:00,0.623929,0.011884,23.798323,1,0,4.929249,0.547694,198.382396,68.192202,1.378502,0.91471,1.188246,0.118825,46.666667,185.333333,8.224202,27.734361,0.434309,0.542887,420,19.189805,0.108577,18.533333,4.007807,2.671871,2.671871,4.007807,13.359356,2.016507
2005-03-29 00:00,0.623929,0.011883,23.357752,1,0,5.375121,0.597236,206.660963,68.192202,1.205377,0.924894,1.215841,0.121584,46.666667,185.333333,8.224202,27.082594,0.477358,0.596697,420,19.189805,0.119339,18.533333,3.995728,2.663819,2.663819,3.995728,13.319093,2.010429
2005-03-30 00:00,0.623929,0.011888,22.91718,1,0,5.820993,0.646777,214.939531,68.192202,1.240888,0.909002,1.214001,0.1214,47.352881,186.705762,8.224202,27.095534,0.474486,0.593108,426.17593,19.189805,0.118622,18.670576,3.983649,2.655766,2.655766,3.983649,13.278829,2.004352
2005-03-31 00:00,0.623929,0.011897,22.476609,1,0,7.119619,0.791069,223.218098,68.192202,1.39433,0.878372,1.195522,0.119552,48.426975,188.853951,8.224202,27.484196,0.445659,0.557074,435.842779,19.189805,0.111415,18.885395,3.97157,2.647713,2.647713,3.97157,13.238565,1.998274
